city,state,population
Cass Lake,Minnesota,756
Fountain City,Indiana,756
Godley,Illinois,756
Gratz,Pennsylvania,756
Knoxville,Arkansas,756
Leighton,Alabama,756
Misenheimer,North Carolina,756
Raymond,Minnesota,756
Ringtown,Pennsylvania,756
Alcester,South Dakota,755
Bridger,Montana,755
Chiloquin,Oregon,755
Gibbon,Minnesota,755
Hobson City,Alabama,755
Kinmundy,Illinois,755
Patterson,Georgia,755
Peru,Nebraska,755
Port Vincent,Louisiana,755
Twin Valley,Minnesota,755
Hedrick,Iowa,754
Pine Lake,Georgia,754
Walnut,Mississippi,754
Church Hill,Maryland,753
Montreal,Wisconsin,753
Mount Calvary,Wisconsin,753
New Harmony,Indiana,753
Delaware Water Gap,Pennsylvania,752
Fonda,New York,752
Gettysburg,Ohio,752
Greenwood,Minnesota,752
Napoleon,North Dakota,752
Olympian Village,Missouri,752
Orangeville,Illinois,752
Point Blank,Texas,752
Axtell,Nebraska,751
Crab Orchard,Tennessee,751
Haileyville,Oklahoma,751
Santa Clara,Texas,751
White Hall,Alabama,751
Brooten,Minnesota,750
Clarence,Missouri,750
Hessmer,Louisiana,750
Loami,Illinois,750
Mooringsport,Louisiana,750
Piper City,Illinois,750
Ryan,Oklahoma,750
St. Nazianz,Wisconsin,750
Washingtonville,Ohio,750
Ashmore,Illinois,749
Elkton,Michigan,749
Everson,Pennsylvania,749
Iberia,Missouri,749
Mabel,Minnesota,749
Osmond,Nebraska,749
Ostrander,Ohio,749
Perryville,Kentucky,749
Cambria,Wisconsin,748
High Shoals,North Carolina,748
Palatine Bridge,New York,748
Ridge Spring,South Carolina,748
West Bend,Iowa,748
Antonito,Colorado,747
Drayton,North Dakota,747
Dublin,Indiana,747
Green Spring,Kentucky,747
Milford,Texas,747
Redmond,Utah,747
Renova,Mississippi,747
Ridgeville,Indiana,747
Ridgway,Illinois,747
Wickes,Arkansas,747
Bainbridge,Indiana,746
Driscoll,Texas,746
Estelline,South Dakota,746
Houtzdale,Pennsylvania,746
Iron Mountain Lake,Missouri,746
Manilla,Iowa,746
Atlanta,Indiana,745
Chippewa Lake,Ohio,745
Cottageville,South Carolina,745
Hancock,Minnesota,745
South Vinemont,Alabama,745
Tribune,Kansas,745
McLean,Texas,744
Midvale,Ohio,744
Oklahoma,Pennsylvania,744
Parma,Michigan,744
Sioux Rapids,Iowa,744
Bertrand,Missouri,743
Browerville,Minnesota,743
Hatton,North Dakota,743
Mertzon,Texas,743
North Topsail Beach,North Carolina,743
Oppelo,Arkansas,743
Rosedale,Louisiana,743
Bingen,Washington,742
Blair,Oklahoma,742
Galena,Ohio,742
Lott,Texas,742
Oak Ridge,Texas,742
Sheridan,Montana,742
Westmoreland,Kansas,742
Arlington Heights,Ohio,741
Rich Creek,Virginia,741
Tyrone,Oklahoma,741
Clarkston,Utah,740
Section,Alabama,740
Teton,Idaho,740
Whitelaw,Wisconsin,740
Ariton,Alabama,739
Essex,Iowa,739
Hauser,Idaho,739
Tuscola,Texas,739
Alden,Iowa,738
Amanda,Ohio,738
Clarkton,North Carolina,738
Cleveland,Minnesota,738
Concrete,Washington,738
Marion,Louisiana,738
Middlebourne,West Virginia,738
New Market,Maryland,738
Valliant,Oklahoma,738
Woodland Hills,Kentucky,738
Columbia,Alabama,737
Copan,Oklahoma,737
Deshler,Nebraska,737
North Hornell,New York,737
Smithville,Mississippi,737
Stockton,Minnesota,737
Ty Ty,Georgia,737
Bradford,Arkansas,736
Coldwater,Kansas,736
Doerun,Georgia,736
Ector,Texas,736
Fairmount,Georgia,736
Powderly,Kentucky,736
Carbonado,Washington,735
Caseville,Michigan,735
Mountain View,Oklahoma,735
Underwood,North Dakota,735
Wauzeka,Wisconsin,735
Wright City,Oklahoma,735
Anmoore,West Virginia,734
Calhoun,Kentucky,734
Howard,Pennsylvania,734
Montgomery,Louisiana,734
Smithers,West Virginia,734
South Coffeyville,Oklahoma,734
Swifton,Arkansas,734
Hot Sulphur Springs,Colorado,733
Leon,Kansas,733
Millville,Ohio,733
Niota,Tennessee,733
Oxford,Nebraska,733
Stewartsville,Missouri,733
Branford,Florida,732
Eastborough,Kansas,732
Jefferson,Pennsylvania,732
Marble Cliff,Ohio,732
Silver Springs,New York,732
Watson,Illinois,732
Camp Wood,Texas,731
Higginson,Arkansas,731
Merrill,Iowa,731
Pocahontas,Illinois,731
Plankinton,South Dakota,730
Valley Springs,South Dakota,730
Wayne,Oklahoma,730
Altus,Arkansas,729
Conneautville,Pennsylvania,729
Conway,North Carolina,729
Nevada,Ohio,729
Philadelphia,Tennessee,729
South Range,Michigan,729
Tampico,Illinois,729
Gilbertville,Iowa,728
Landfall,Minnesota,728
Philo,Ohio,728
Sandersville,Mississippi,728
Bantam,Connecticut,727
Bethel Springs,Tennessee,727
Brownstown,Illinois,727
Burke,Texas,727
Clarks Hill,Indiana,727
Como,Texas,727
Confluence,Pennsylvania,727
Elkton,South Dakota,726
Highmore,South Dakota,726
Plum Grove,Texas,726
Bethlehem,Georgia,725
Lanesboro,Minnesota,725
Lawtey,Florida,725
Orleans,Vermont,725
Tekonsha,Michigan,725
White,Georgia,725
Wyocena,Wisconsin,725
Bella Villa,Missouri,724
Clay Center,Nebraska,724
Garnavillo,Iowa,724
Gordon,Pennsylvania,724
Gould,Arkansas,724
Greenview,Illinois,724
Lockesburg,Arkansas,724
Mott,North Dakota,724
New London,North Carolina,724
Oakman,Alabama,724
Wilson,Kansas,724
Delta,Pennsylvania,723
Fairfield,Montana,723
Gainesville,Missouri,723
Gilberton,Pennsylvania,723
Merrill,Michigan,723
Mohall,North Dakota,723
Salem,Kentucky,723
Schaller,Iowa,723
Wheatland,Iowa,723
Whiting,Iowa,723
Woodville,Alabama,723
Elizabeth,Illinois,722
Gaston,Oregon,722
Green Mountain Falls,Colorado,722
Heuvelton,New York,722
Morrison,Tennessee,722
Noonday,Texas,722
Winton,North Carolina,722
Bulls Gap,Tennessee,721
Fremont,Iowa,721
Holdingford,Minnesota,721
Koppel,Pennsylvania,721
Liberal,Missouri,721
North High Shoals,Georgia,721
Sandy Creek,New York,721
Shipshewana,Indiana,721
Stewardson,Illinois,721
Tyronza,Arkansas,721
Whitewater,Kansas,721
Brownton,Minnesota,720
Cedar Key,Florida,720
Peletier,North Carolina,720
Alma,Wisconsin,719
Cammack Village,Arkansas,719
Deal,New Jersey,719
Edgemont,South Dakota,719
Golden City,Missouri,719
Grandview,Indiana,719
Kansas,Illinois,719
Karlstad,Minnesota,719
Lake Tapawingo,Missouri,719
Lakeview,Arkansas,719
Quitman,Arkansas,719
Addison,Alabama,718
Buckley,Michigan,718
Etna,California,718
Ider,Alabama,718
New Florence,Missouri,718
Fair Haven,New York,717
Flemington,Georgia,717
Glen Ullin,North Dakota,717
Kadoka,South Dakota,717
Perrysville,Ohio,717
Welaka,Florida,717
Allenhurst,Georgia,716
Cleveland,New York,716
Courtdale,Pennsylvania,716
Hinckley,Utah,716
Lyons,Indiana,716
Plains,Georgia,716
Scio,Ohio,716
Wilton,North Dakota,716
Hunting Valley,Ohio,715
Mayesville,South Carolina,715
Pilot Knob,Missouri,715
Point Hope,Alaska,715
Tonica,Illinois,715
Avon,Illinois,714
Jonesburg,Missouri,714
La Rue,Ohio,714
Nucla,Colorado,714
Pateros,Washington,714
Wadley,Alabama,714
West Hamlin,West Virginia,714
Adair,Iowa,713
Berlin Heights,Ohio,713
Roff,Oklahoma,713
Ventura,Iowa,713
Williamsburg,Colorado,713
Elmore City,Oklahoma,712
Hawk Point,Missouri,712
Hillcrest,Texas,712
Jefferson,South Carolina,712
Marine on St. Croix,Minnesota,712
Blythe,Georgia,711
Manchester,Vermont,711
Pelion,South Carolina,711
Steele,North Dakota,711
Echo,Oregon,710
Hanson,Kentucky,710
New Straitsville,Ohio,710
Zavalla,Texas,710
Bertrand,Nebraska,709
Faulkton,South Dakota,709
Lexington,Alabama,709
Seneca Gardens,Kentucky,709
Cherokee,Kansas,708
Mineral City,Ohio,708
Nicholson,Pennsylvania,708
North,South Carolina,708
Walkerville,Montana,708
Clear Lake,Minnesota,707
Crofton,Kentucky,707
Eastview,Tennessee,707
Eureka,Utah,707
Morrison,Oklahoma,707
Spencer,New York,707
Udall,Kansas,707
Kerkhoven,Minnesota,706
Normangee,Texas,706
Quinhagak,Alaska,706
Rosedale,Indiana,706
Vernon,Florida,706
Bruce,Wisconsin,705
Hennepin,Illinois,705
Savoonga,Alaska,705
Superior,Wisconsin,705
Tigerton,Wisconsin,705
Vandling,Pennsylvania,705
Adena,Ohio,704
Grover,North Carolina,704
Quincy,Ohio,704
Rockport,Arkansas,704
Sherman,Mississippi,704
Vici,Oklahoma,704
Westbrook,Minnesota,704
Bogue,North Carolina,703
Newman Grove,Nebraska,703
Preston,Maryland,703
Woodland,North Carolina,703
Big Wells,Texas,702
Chesapeake,Ohio,702
Chevy Chase Section Five,Maryland,702
Loyalton,California,702
Murray,Iowa,702
Okay,Oklahoma,702
Whitakers,North Carolina,702
Cloudcroft,New Mexico,701
Corfu,New York,701
Porum,Oklahoma,701
Seymour,Iowa,701
Shelby,Nebraska,701
Tangier,Virginia,701
Gambell,Alaska,700
Maplesville,Alabama,700
Reile's Acres,North Dakota,700
Scalp Level,Pennsylvania,700
Trimont,Minnesota,700
Walnut Grove,Alabama,700
Alburnett,Iowa,699
Harleyville,South Carolina,699
New Milford,Illinois,699
Parks,Louisiana,699
Stratford,Iowa,699
Auburn,Pennsylvania,698
Brooklyn,Illinois,698
Collbran,Colorado,698
Greenbush,Minnesota,698
Upton,Kentucky,698
Wood Heights,Missouri,698
Charleston,Tennessee,697
Condon,Oregon,697
Deemston,Pennsylvania,697
Hampton,Minnesota,697
North Freedom,Wisconsin,697
Saluda,North Carolina,697
Bancroft,Iowa,696
Bloomington,Wisconsin,696
Courtland,Minnesota,696
Hospers,Iowa,696
Medora,Indiana,696
Science Hill,Kentucky,696
Canton,Kansas,695
Frankfort,Kansas,695
Mellen,Wisconsin,695
Perry,Missouri,695
Queenstown,Maryland,695
Unalakleet,Alaska,695
Wartrace,Tennessee,695
Melbourne Village,Florida,694
Pecan Hill,Texas,694
Ashkum,Illinois,693
Battle Creek,Iowa,693
Kenefick,Texas,693
Loretto,Kentucky,693
Ridgeway,Virginia,693
Warsaw,Ohio,693
York Haven,Pennsylvania,693
Beech Creek,Pennsylvania,692
Cape Vincent,New York,692
Cascade,Wisconsin,692
Corydon,Kentucky,692
Fort Jones,California,692
Lone Oak,Texas,692
Lorain,Pennsylvania,692
Mullan,Idaho,692
Oakville,Washington,692
Pisgah,Alabama,692
Portal,Georgia,692
West Lebanon,Indiana,692
Bevier,Missouri,691
Brownsdale,Minnesota,691
Chesapeake City,Maryland,691
Mill Creek,West Virginia,691
Springer,Oklahoma,691
Town of Pines,Indiana,691
Deerfield,Kansas,690
Oriskany Falls,New York,690
Potomac,Illinois,690
Sewickley Hills,Pennsylvania,690
Algoma,Mississippi,689
Bardwell,Texas,689
Cedarville,Illinois,689
Crossville,Illinois,689
Falls City,Texas,689
Fort Gay,West Virginia,689
Lakeside,Iowa,689
Coleman,Wisconsin,688
Montfort,Wisconsin,688
Pleasant Hill,Louisiana,688
Shannon,Illinois,688
Wheaton,Missouri,688
Bokchito,Oklahoma,687
Calumet,Michigan,687
Clarks Grove,Minnesota,687
Olin,Iowa,687
Wellsburg,Iowa,687
Buffalo Lake,Minnesota,686
Madison,Arkansas,686
Newland,North Carolina,686
Scooba,Mississippi,686
Silverton,Texas,686
Thaxton,Mississippi,686
Amity,Arkansas,685
War,West Virginia,685
East Butler,Pennsylvania,684
Mounds,Illinois,684
Sedalia,North Carolina,684
Wild Rose,Wisconsin,684
Bloomdale,Ohio,683
Detroit,Texas,683
Elwood,Nebraska,683
Spring Valley,Kentucky,683
Trenton,Texas,683
Westover Hills,Texas,683
Aroma Park,Illinois,682
Boswell,Oklahoma,682
Bradford,Illinois,682
Hoffman,Minnesota,682
Onaga,Kansas,682
Porter,Oklahoma,682
Ruthven,Iowa,682
Scranton,Kansas,682
Stockton,Utah,682
Wayne Lakes,Ohio,682
Woodlawn,Illinois,682
Kress,Texas,681
Maple Rapids,Michigan,681
Miller,Missouri,681
Millerstown,Pennsylvania,681
Ririe,Idaho,681
Saxton,Pennsylvania,681
Wilton,Alabama,681
Gillett,Arkansas,680
McClure,Ohio,680
Ochlocknee,Georgia,680
Powers,Oregon,680
Reeseville,Wisconsin,680
Boyden,Iowa,679
Cascade,Montana,679
Colfax,Indiana,679
Connoquenessing,Pennsylvania,679
Hollow Rock,Tennessee,679
Kingston,Georgia,679
La Moille,Illinois,679
Minneola,Kansas,679
Oxford,Arkansas,679
Dongola,Illinois,678
Hindman,Kentucky,678
Mound City,Kansas,678
Paragon,Indiana,678
Reidville,South Carolina,678
West Mansfield,Ohio,678
Beasley,Texas,677
Brownstown,Pennsylvania,677
Fleming-Neon,Kentucky,677
Kingstown,North Carolina,677
Nuangola,Pennsylvania,677
Ohio City,Ohio,677
Point Comfort,Texas,677
Sherman,New York,677
Elnora,Indiana,676
Keiser,Arkansas,676
Kiowa,Oklahoma,676
Rockland,Wisconsin,676
Alapaha,Georgia,675
Hebron,North Dakota,675
Hendricks,Minnesota,675
Kirkwood,Illinois,675
Leawood,Missouri,675
Noorvik,Alaska,675
Pe Ell,Washington,675
Pennville,Indiana,675
Salisbury,Pennsylvania,675
Pikeville,North Carolina,674
Weiner,Arkansas,674
Bardwell,Kentucky,673
Chillicothe,Texas,673
Clayton,Illinois,673
Kimball,South Dakota,673
McAdenville,North Carolina,673
New Bloomfield,Missouri,673
New Underwood,South Dakota,673
Toksook Bay,Alaska,673
Upper Marlboro,Maryland,673
Aurora,New York,672
Brownsboro Farm,Kentucky,672
Ellendale,Minnesota,672
Haviland,Kansas,672
Kasota,Minnesota,672
Six Mile,South Carolina,672
Sunset Valley,Texas,672
Adams,Tennessee,671
Briar Creek,Pennsylvania,671
Farmersville,Illinois,671
Marble,Minnesota,671
Morley,Missouri,671
Strawn,Texas,671
Cecilton,Maryland,670
Great Bend,Pennsylvania,670
Kuttawa,Kentucky,670
Petrolia,Texas,670
St. Florian,Alabama,670
Vader,Washington,670
Armour,South Dakota,669
Bluford,Illinois,669
Colton,South Dakota,669
Freeport,Minnesota,669
Hillman,Michigan,669
McRae,Arkansas,669
Oak Grove,Texas,669
Rocky Hill,New Jersey,669
Adrian,Georgia,668
Happy,Texas,668
McBain,Michigan,668
Palmer,Tennessee,668
Saybrook,Illinois,668
Coggon,Iowa,667
Liberty,Mississippi,667
Silver Cliff,Colorado,667
Beverly,West Virginia,666
Canyon City,Oregon,666
Forest View,Illinois,666
Rushville,New York,666
Sebeka,Minnesota,666
Sligo,Pennsylvania,666
White Hall,West Virginia,666
Albert City,Iowa,665
Auburndale,Wisconsin,665
Eleva,Wisconsin,665
Ocean Isle Beach,North Carolina,665
Potosi,Wisconsin,665
Sullivan,Wisconsin,665
Turbotville,Pennsylvania,665
Center City,Minnesota,664
Friendship,Tennessee,664
Holden Beach,North Carolina,664
Kooskia,Idaho,664
Loretto,Minnesota,664
Mathiston,Mississippi,664
Racine,Ohio,664
Russia,Ohio,664
South New Castle,Pennsylvania,664
Sycamore,Georgia,664
Thompsontown,Pennsylvania,664
Addison (Webster Springs),West Virginia,663
Crofton,Nebraska,663
Deer Creek,Illinois,663
Oldenburg,Indiana,663
Puryear,Tennessee,663
Silverton,Colorado,663
St. Leon,Indiana,663
Alda,Nebraska,662
Greenwood,Florida,662
Matherville,Illinois,662
Oneida,Illinois,662
Viola,Wisconsin,662
Ashley,North Dakota,661
Cleveland,Missouri,661
Elmwood,Nebraska,661
Manzanita,Oregon,661
Mechanicsburg,Illinois,661
Rolling Fields,Kentucky,661
Agency,Missouri,660
Amherst,Texas,660
Cisne,Illinois,660
Flovilla,Georgia,660
La Prairie,Minnesota,660
Motley,Minnesota,660
Parkway Village,Kentucky,660
Strathmoor Village,Kentucky,660
Blairstown,Iowa,659
Bluffs,Illinois,659
Dalzell,Illinois,659
Deer Lake,Pennsylvania,659
Heidelberg,Mississippi,659
Maury City,Tennessee,659
Millington,Illinois,659
Palmyra,Illinois,659
Pippa Passes,Kentucky,659
St. Edward,Nebraska,659
Taylor Springs,Illinois,659
Wabasso,Minnesota,659
Carlisle,Indiana,658
Clio,South Carolina,658
Clyde,Kansas,658
Remington,Virginia,658
San Luis,Colorado,658
Sharptown,Maryland,658
Stanwood,Iowa,658
Virgin,Utah,658
Wampum,Pennsylvania,658
Friendship,Wisconsin,657
Milan,Georgia,657
Westwood,Kentucky,657
Elberfeld,Indiana,656
Hershey,Nebraska,656
Round Hill,Virginia,656
Van Horne,Iowa,656
Beemer,Nebraska,655
Joliet,Montana,655
Niantic,Illinois,655
Shueyville,Iowa,655
Thayer,Illinois,655
Greendale,Missouri,654
Lecompton,Kansas,654
Milner,Georgia,654
Monroe,Oregon,654
Antwerp,New York,653
Bendersville,Pennsylvania,653
Clarissa,Minnesota,653
Cove,Oregon,653
McLaughlin,South Dakota,653
Pennsbury Village,Pennsylvania,653
Sycamore Hills,Missouri,653
Grantsboro,North Carolina,652
Greensburg,Louisiana,652
Rocky Ripple,Indiana,652
Yates City,Illinois,652
Fremont,Wisconsin,651
Glenwood,Georgia,651
Hills,Minnesota,651
Jewett,Ohio,651
Viburnum,Missouri,651
Weston,Oregon,651
Alhambra,Illinois,650
Allgood,Alabama,650
Crawford,Mississippi,650
Holland,Indiana,650
New Boston,Illinois,650
Sheridan,Michigan,650
Birch Tree,Missouri,649
Oak City,Utah,649
Perdido Beach,Alabama,649
Pretty Prairie,Kansas,649
Welcome,Minnesota,649
Wickliffe,Kentucky,649
Hanover,Kansas,648
Heron Lake,Minnesota,648
Ottertail,Minnesota,648
Port Leyden,New York,648
Timberlake,Ohio,648
Woonsocket,South Dakota,648
Creston,Illinois,647
Evansville,Illinois,647
Gallaway,Tennessee,647
Greenevers,North Carolina,647
New Florence,Pennsylvania,647
Norborne,Missouri,647
Norwood,Missouri,647
Sharpsburg,Maryland,647
Tioga,Pennsylvania,647
Asharoken,New York,646
New Chapel Hill,Texas,646
North Middletown,Kentucky,646
Carey,Idaho,645
Cordova,Illinois,645
Savanna,Oklahoma,645
Stephen,Minnesota,645
Alexandria,South Dakota,644
Barlow,Kentucky,644
Coffeen,Illinois,644
Kirtland Hills,Ohio,644
Lynch,Kentucky,644
Minnesota Lake,Minnesota,644
Picture Rocks,Pennsylvania,644
Shoshoni,Wyoming,644
South Wilmington,Illinois,644
Agency,Iowa,643
Barton,Vermont,643
Blairsville,Georgia,643
Gilbert,South Carolina,643
Green Valley,Illinois,643
Rock Island,Oklahoma,643
Stanton,Iowa,643
Argyle,Minnesota,642
Caddo Valley,Arkansas,642
Franklin,West Virginia,642
Huntsville,Utah,642
Shawnee,Ohio,642
Almena,Wisconsin,641
Bolton,North Carolina,641
Castlewood,South Dakota,641
Elloree,South Carolina,641
Frost,Texas,641
Harmony,Indiana,641
Mendon,Ohio,641
Noble,Illinois,641
Tidioute,Pennsylvania,641
Brighton,Iowa,640
Clayton,Louisiana,640
Francis Creek,Wisconsin,640
Grafton,Illinois,640
Harrah,Washington,640
Jennerstown,Pennsylvania,640
Malta,Ohio,640
Simla,Colorado,640
Vermont,Illinois,640
Alden,Minnesota,639
Cardwell,Missouri,639
Crowder,Mississippi,639
Dufur,Oregon,639
Elba,New York,639
Rollingstone,Minnesota,639
Roxton,Texas,639
Stratton,Colorado,639
Whitsett,North Carolina,639
Findlay,Illinois,638
Kotlik,Alaska,638
Notus,Idaho,638
St. Lucie Village,Florida,638
Valleyview,Ohio,638
West City,Illinois,638
Cohutta,Georgia,637
Robbinsville,North Carolina,637
Roberts,Idaho,637
Valier,Illinois,637
Canistota,South Dakota,636
Moravia,Iowa,636
Roseland,Indiana,636
Smithville,Georgia,636
Waterville,Kansas,636
Weir,Kansas,636
Alpha,Illinois,635
Bull Creek,Missouri,635
East Vandergrift,Pennsylvania,635
Highfill,Arkansas,635
Lake Benton,Minnesota,635
Lynn,Alabama,635
Micanopy,Florida,635
Middleton,Tennessee,635
Dove Creek,Colorado,634
Elgin,Iowa,634
Jay,Florida,634
Livingston,Wisconsin,634
Milnor,North Dakota,634
Onida,South Dakota,634
Clarkson,Nebraska,633
Downey,Idaho,633
Taconite,Minnesota,633
Binger,Oklahoma,632
Campbell,Texas,632
Excel,Alabama,632
Nelsonville,New York,632
Norwalk,Wisconsin,632
Rose City,Michigan,632
Brooksville,Kentucky,631
Davis,West Virginia,631
Gibson,Georgia,631
Golconda,Illinois,631
Hayden,Arizona,631
Mangham,Louisiana,631
Wingo,Kentucky,631
Hoyt,Kansas,630
Man,West Virginia,630
Pinckard,Alabama,630
Ridgeway,Wisconsin,630
Grosse Tete,Louisiana,629
Hamilton,Virginia,629
Hartford,Arkansas,629
Johnson City,Oregon,629
Melrose,New Mexico,629
Mermentau,Louisiana,629
Risingsun,Ohio,629
Springdale,Utah,629
New Hope,Texas,628
Westcliffe,Colorado,628
Allardt,Tennessee,627
Boyce,Virginia,627
Davis,Illinois,627
Firth,Nebraska,627
Graford,Texas,627
Ladonia,Texas,627
Laurel Hill,Florida,627
Lovelady,Texas,627
Reece City,Alabama,627
Selby,South Dakota,627
Winterstown,Pennsylvania,627
Fairfield,Washington,626
Millville,Delaware,626
West College Corner,Indiana,626
Anguilla,Mississippi,625
English,Indiana,625
La Belle,Missouri,625
Lakota,North Dakota,625
Michie,Tennessee,625
Pilot Station,Alaska,625
Queen City,Missouri,625
Sharon,South Carolina,625
Balaton,Minnesota,624
Catawba,North Carolina,624
Derby Line,Vermont,624
New Berlin,Texas,624
Randall,Minnesota,624
Sandy Lake,Pennsylvania,624
What Cheer,Iowa,624
Avoca,Wisconsin,623
Camp Douglas,Wisconsin,623
Carney,Oklahoma,623
Dodge City,Alabama,623
Hawley,Texas,623
Hayden Lake,Idaho,623
New Market,Indiana,623
Tripp,South Dakota,623
Bettsville,Ohio,622
